Image Name,Majority Vote Label,Number of Annotators who Selected SSA (Out of 7),Partition
MHIST_boh.png,HP,1,train
MHIST_boi.png,SSA,5,train
MHIST_boj.png,HP,3,train
MHIST_bok.png,SSA,4,train
MHIST_bol.png,HP,3,train
MHIST_bom.png,HP,2,train
MHIST_boq.png,HP,1,train
MHIST_bou.png,HP,0,train
MHIST_box.png,HP,2,train
MHIST_boz.png,HP,2,test
MHIST_bpa.png,HP,1,test
MHIST_bpc.png,HP,2,train
MHIST_bpd.png,HP,0,test
MHIST_bpe.png,HP,1,train
MHIST_bpf.png,SSA,5,train
MHIST_bpg.png,HP,2,test
MHIST_bph.png,HP,1,test
MHIST_bpi.png,HP,0,train
MHIST_bpm.png,HP,1,train
MHIST_bpn.png,HP,0,test
MHIST_bpo.png,HP,1,test
MHIST_bpq.png,HP,0,train
MHIST_bpr.png,HP,3,train
MHIST_bps.png,SSA,4,test
MHIST_bpt.png,HP,2,train
MHIST_bpu.png,HP,0,test
MHIST_bpv.png,HP,1,train
MHIST_bpw.png,HP,2,train
MHIST_bpx.png,HP,3,test
MHIST_bpy.png,HP,3,train
MHIST_bqa.png,HP,0,train
MHIST_bqb.png,HP,0,test
MHIST_bqd.png,HP,0,train
MHIST_bqf.png,HP,0,train
MHIST_bqi.png,SSA,5,test
MHIST_bqj.png,HP,0,train
MHIST_bqm.png,HP,2,train
MHIST_bqo.png,HP,0,train
MHIST_bqp.png,HP,0,train
MHIST_bqq.png,HP,3,train
MHIST_bqs.png,HP,1,test
MHIST_bqt.png,HP,2,train
MHIST_bqu.png,HP,2,train
MHIST_bqv.png,SSA,4,test
MHIST_bqw.png,HP,0,train
MHIST_bqx.png,HP,0,train
MHIST_bqy.png,HP,1,train
MHIST_bqz.png,SSA,4,train
MHIST_bra.png,HP,1,train
MHIST_brb.png,SSA,4,train
MHIST_brc.png,HP,2,train
MHIST_brd.png,HP,1,train
MHIST_bre.png,HP,1,test
MHIST_brf.png,HP,0,train
MHIST_brg.png,HP,0,train
MHIST_brh.png,HP,0,train
MHIST_bri.png,HP,0,train
MHIST_brj.png,HP,0,train
MHIST_brk.png,HP,0,train
MHIST_brm.png,HP,1,train
MHIST_brn.png,HP,1,train
MHIST_bro.png,HP,3,test
MHIST_brp.png,HP,0,test
MHIST_brq.png,HP,1,train
MHIST_brs.png,HP,3,test
MHIST_brt.png,HP,3,test
MHIST_bru.png,HP,0,test
MHIST_brv.png,HP,3,test
MHIST_brx.png,HP,1,test
MHIST_bry.png,HP,0,train
MHIST_brz.png,HP,0,train
MHIST_bsa.png,HP,2,test
MHIST_bsb.png,HP,1,train
MHIST_bsc.png,HP,0,test
MHIST_bsd.png,HP,0,test
MHIST_bsf.png,HP,0,test
MHIST_bsg.png,HP,1,train
MHIST_bsh.png,HP,0,test
MHIST_bsi.png,HP,2,train
MHIST_bsl.png,HP,0,train
MHIST_bsm.png,SSA,4,train
MHIST_bsn.png,HP,0,train
MHIST_bso.png,HP,3,train
MHIST_bsp.png,HP,0,train
MHIST_bsr.png,HP,0,test
MHIST_bss.png,HP,0,test
MHIST_bst.png,HP,2,train
MHIST_bsu.png,HP,0,test
MHIST_bsv.png,HP,1,train
MHIST_bsw.png,SSA,5,train
MHIST_bsz.png,HP,1,test
MHIST_btc.png,HP,2,train
MHIST_btd.png,HP,1,train
MHIST_bte.png,HP,2,train
MHIST_btf.png,HP,2,test
MHIST_btg.png,HP,3,train
MHIST_bth.png,HP,2,test
MHIST_bti.png,HP,0,train
MHIST_btj.png,HP,3,train
MHIST_btk.png,HP,0,test
MHIST_btl.png,HP,0,test
MHIST_btm.png,HP,0,test
MHIST_btn.png,HP,0,train
MHIST_bto.png,HP,3,train
MHIST_btp.png,SSA,4,train
MHIST_btq.png,HP,1,train
MHIST_bts.png,HP,1,train
MHIST_btv.png,HP,2,train
MHIST_btw.png,HP,2,train
MHIST_btx.png,HP,2,train
MHIST_btz.png,HP,2,test
MHIST_bua.png,HP,3,train
MHIST_buc.png,HP,2,train
MHIST_bud.png,HP,1,test
MHIST_bue.png,HP,1,test
MHIST_buf.png,SSA,4,train
MHIST_buh.png,HP,1,test
MHIST_bui.png,HP,0,train
MHIST_buj.png,HP,1,test
MHIST_buk.png,SSA,4,train
MHIST_bul.png,HP,0,train
MHIST_bun.png,HP,1,train
MHIST_bup.png,SSA,5,train
MHIST_buq.png,HP,2,train
MHIST_bus.png,HP,1,train
MHIST_but.png,HP,2,train
MHIST_buu.png,HP,1,train
MHIST_buw.png,HP,1,train
MHIST_bux.png,HP,0,test
MHIST_buy.png,HP,1,train
MHIST_buz.png,HP,0,train
MHIST_bva.png,HP,1,test
MHIST_bvb.png,SSA,6,test
MHIST_bvc.png,HP,0,test
MHIST_bvd.png,HP,1,train
MHIST_bve.png,HP,0,train
MHIST_bvf.png,HP,0,train
MHIST_bvg.png,SSA,4,train
MHIST_bvh.png,SSA,4,train
MHIST_bvi.png,HP,1,train
MHIST_bvj.png,HP,1,test
MHIST_bvk.png,HP,2,test
MHIST_bvl.png,HP,1,test
MHIST_bvm.png,HP,1,train
MHIST_bvo.png,HP,1,train
MHIST_bvr.png,HP,3,train
MHIST_bvs.png,HP,2,train
MHIST_bvt.png,HP,1,train
MHIST_bvv.png,HP,1,test
MHIST_bvw.png,HP,2,train
MHIST_bvz.png,SSA,5,test
MHIST_bwb.png,HP,2,train
MHIST_bwd.png,HP,2,train
MHIST_bwe.png,HP,2,train
MHIST_bwf.png,HP,0,train
MHIST_bwg.png,HP,0,test
MHIST_bwh.png,HP,3,test
MHIST_bwi.png,SSA,5,train
MHIST_bwj.png,HP,3,train
MHIST_bwk.png,HP,1,train
MHIST_bwm.png,HP,1,train
MHIST_bwn.png,HP,1,train
MHIST_bwp.png,HP,2,train
MHIST_bwq.png,HP,1,train
MHIST_bwr.png,HP,0,train
MHIST_bwt.png,HP,0,test
MHIST_bwv.png,HP,0,train
MHIST_bww.png,HP,0,test
MHIST_bwx.png,SSA,5,train
MHIST_bwy.png,HP,1,train
MHIST_bwz.png,HP,3,test
MHIST_bxa.png,HP,1,train
MHIST_bxd.png,HP,1,train
MHIST_bxg.png,HP,1,test
MHIST_bxh.png,HP,2,train
MHIST_bxj.png,HP,0,train
MHIST_bxk.png,HP,2,test
MHIST_bxl.png,HP,3,train
MHIST_bxm.png,HP,0,train
MHIST_bxn.png,HP,0,train
MHIST_bxo.png,HP,0,test
MHIST_bxp.png,HP,2,train
MHIST_bxs.png,SSA,5,train
MHIST_bxt.png,HP,3,train
MHIST_bxu.png,HP,2,test
MHIST_bxv.png,HP,2,test
MHIST_bxw.png,HP,2,train
MHIST_bxx.png,HP,0,test
MHIST_bxy.png,HP,2,test
MHIST_bya.png,SSA,5,test
MHIST_byc.png,HP,1,train
MHIST_byd.png,HP,1,train
MHIST_bye.png,HP,1,train
MHIST_byf.png,HP,1,test
MHIST_byg.png,HP,2,test
MHIST_byi.png,HP,1,test
MHIST_byj.png,HP,3,train
MHIST_byk.png,HP,1,test
MHIST_byl.png,HP,1,test
MHIST_byn.png,HP,3,train
MHIST_byo.png,HP,1,train
MHIST_byp.png,HP,1,train
MHIST_byq.png,SSA,4,test
MHIST_bys.png,HP,1,train
MHIST_byt.png,HP,2,train
MHIST_byv.png,HP,1,train
MHIST_byx.png,HP,1,train
MHIST_bza.png,HP,0,test
MHIST_bzb.png,HP,3,train
MHIST_bzd.png,HP,0,train
MHIST_bzf.png,SSA,4,train
MHIST_bzg.png,HP,0,train
MHIST_bzh.png,SSA,4,test
MHIST_bzi.png,HP,1,test
MHIST_bzj.png,HP,1,train
MHIST_bzl.png,HP,3,test
MHIST_bzm.png,SSA,4,test
MHIST_bzo.png,HP,2,train
MHIST_bzp.png,HP,0,train
MHIST_bzq.png,HP,0,train
MHIST_bzr.png,HP,0,test
MHIST_bzs.png,HP,0,test
MHIST_bzt.png,HP,0,train
MHIST_bzu.png,HP,3,test
MHIST_bzv.png,HP,3,train
MHIST_bzx.png,HP,3,train
MHIST_bzy.png,HP,1,train
MHIST_bzz.png,HP,2,train
MHIST_caa.png,HP,1,test
MHIST_cad.png,HP,3,test
MHIST_cae.png,HP,2,train
MHIST_caf.png,HP,1,test
MHIST_cah.png,HP,0,train
MHIST_cai.png,SSA,4,test
MHIST_caj.png,SSA,6,train
MHIST_cak.png,HP,1,train
MHIST_cal.png,HP,3,train
MHIST_can.png,HP,0,train
MHIST_cao.png,HP,0,test
MHIST_caq.png,HP,1,train
MHIST_cas.png,HP,1,train
MHIST_cat.png,HP,0,test
MHIST_cau.png,SSA,5,test
MHIST_cav.png,HP,0,train
MHIST_caw.png,HP,1,train
MHIST_cax.png,HP,1,test
MHIST_cay.png,SSA,4,train
MHIST_caz.png,HP,0,train
MHIST_cba.png,HP,0,train
MHIST_cbd.png,HP,0,train
MHIST_cbe.png,SSA,5,train
MHIST_cbf.png,HP,0,train
MHIST_cbh.png,SSA,4,train
MHIST_cbi.png,HP,1,train
MHIST_cbj.png,SSA,5,test
MHIST_cbk.png,HP,1,train
MHIST_cbm.png,HP,0,train
MHIST_cbn.png,HP,0,train
MHIST_cbp.png,HP,1,train
MHIST_cbq.png,HP,2,test
MHIST_cbr.png,HP,0,train
MHIST_cbs.png,HP,0,train
MHIST_cbt.png,HP,1,train
MHIST_cbv.png,SSA,5,train
MHIST_cbw.png,HP,2,train
MHIST_cby.png,HP,0,train
MHIST_cbz.png,HP,0,train
MHIST_cca.png,HP,1,train
MHIST_ccb.png,HP,2,train
MHIST_ccc.png,SSA,6,train
MHIST_ccg.png,HP,1,train
MHIST_cch.png,HP,3,train
MHIST_cci.png,HP,0,train
MHIST_ccj.png,HP,1,train
MHIST_cck.png,HP,0,train
MHIST_ccl.png,HP,1,train
MHIST_ccn.png,HP,0,test
MHIST_cco.png,HP,0,test
MHIST_ccp.png,HP,0,train
MHIST_ccq.png,HP,0,train
MHIST_ccs.png,SSA,4,train
MHIST_cct.png,HP,0,test
MHIST_ccv.png,HP,1,train
MHIST_ccw.png,HP,0,train
MHIST_ccx.png,HP,0,train
MHIST_ccy.png,HP,0,train
MHIST_ccz.png,HP,2,train
MHIST_cda.png,HP,0,train
MHIST_cdb.png,HP,0,train
MHIST_cdc.png,HP,1,train
MHIST_cde.png,SSA,4,test
MHIST_cdg.png,HP,1,train
MHIST_cdh.png,HP,2,train
MHIST_cdi.png,HP,3,train
MHIST_cdj.png,HP,3,train
MHIST_cdk.png,HP,3,test
MHIST_cdl.png,HP,1,train
MHIST_cdm.png,HP,1,train
MHIST_cdn.png,SSA,5,test
MHIST_cdo.png,HP,2,test
MHIST_cdp.png,HP,0,test
MHIST_cdq.png,HP,0,train
MHIST_cdr.png,HP,0,test
MHIST_cds.png,SSA,4,train
MHIST_cdt.png,HP,0,train
MHIST_cdu.png,HP,0,test
MHIST_cdv.png,HP,3,train
MHIST_cdw.png,HP,0,test
MHIST_cdx.png,HP,2,train
MHIST_cdz.png,SSA,6,train
MHIST_cea.png,HP,2,train
MHIST_ceb.png,HP,2,test
MHIST_cec.png,HP,1,train
MHIST_ced.png,SSA,5,train
MHIST_cee.png,HP,0,train
MHIST_cef.png,HP,1,train
MHIST_ceg.png,HP,3,train
MHIST_ceh.png,HP,3,train
MHIST_cej.png,HP,3,train
MHIST_cek.png,SSA,4,test
MHIST_cem.png,SSA,5,test
MHIST_cen.png,HP,3,train
MHIST_ceo.png,HP,2,test
MHIST_cep.png,HP,3,train
MHIST_ceq.png,SSA,4,train
MHIST_cer.png,HP,2,train
MHIST_cet.png,HP,3,train
MHIST_cew.png,HP,0,test
MHIST_cex.png,HP,1,train
MHIST_cey.png,HP,1,train
MHIST_cfa.png,HP,1,train
MHIST_cfe.png,HP,1,train
MHIST_cff.png,HP,2,train
MHIST_cfh.png,HP,0,train
MHIST_cfj.png,HP,1,train
MHIST_cfk.png,SSA,6,train
MHIST_cfl.png,HP,0,train
MHIST_cfm.png,HP,0,train
MHIST_cfn.png,HP,3,test
MHIST_cfo.png,SSA,5,train
MHIST_cfp.png,HP,2,train
MHIST_cfq.png,HP,3,test
MHIST_cfr.png,HP,2,train
MHIST_cfs.png,HP,3,train
MHIST_cft.png,SSA,4,train
MHIST_cfu.png,HP,3,test
MHIST_cfv.png,HP,2,train
MHIST_cfw.png,HP,2,train
MHIST_cfz.png,SSA,4,train
MHIST_cga.png,HP,1,train
MHIST_cgc.png,HP,3,train
MHIST_cgd.png,HP,3,test
MHIST_cge.png,HP,3,train
MHIST_cgg.png,HP,1,train
MHIST_cgh.png,HP,1,train
MHIST_cgi.png,HP,1,test
MHIST_cgj.png,HP,0,train
MHIST_cgl.png,HP,0,train
MHIST_cgm.png,HP,1,train
MHIST_cgn.png,HP,0,train
MHIST_cgq.png,HP,1,train
MHIST_cgr.png,HP,2,train
MHIST_cgv.png,HP,3,train
MHIST_cgy.png,HP,1,train
MHIST_cgz.png,SSA,4,train
MHIST_cha.png,SSA,5,test
MHIST_chb.png,HP,0,train
MHIST_chc.png,HP,2,train
MHIST_chd.png,HP,0,test
MHIST_chf.png,SSA,4,train
MHIST_chg.png,HP,1,test
MHIST_chh.png,HP,3,train
MHIST_chi.png,HP,2,train
MHIST_chj.png,HP,1,train
MHIST_chk.png,HP,3,train
MHIST_chl.png,HP,3,test
MHIST_chm.png,HP,3,train
MHIST_chn.png,SSA,4,train
MHIST_cho.png,HP,2,train
MHIST_chq.png,HP,2,train
MHIST_cht.png,HP,1,test
MHIST_chu.png,HP,2,train
MHIST_chw.png,HP,0,train
MHIST_chx.png,HP,1,train
MHIST_chy.png,HP,1,train
MHIST_cia.png,SSA,4,test
MHIST_cib.png,HP,0,train
MHIST_cid.png,HP,1,test
MHIST_cie.png,HP,1,test
MHIST_cif.png,HP,2,train
MHIST_cig.png,HP,0,train
MHIST_cih.png,HP,1,train
MHIST_cii.png,HP,1,train
MHIST_cij.png,HP,2,train
MHIST_cik.png,HP,3,train
MHIST_cil.png,HP,2,train
MHIST_cim.png,HP,1,test
MHIST_cin.png,HP,1,train
MHIST_cio.png,HP,2,test
MHIST_cip.png,HP,0,train
MHIST_ciq.png,HP,1,train
MHIST_cir.png,HP,1,train
MHIST_cis.png,HP,0,train
MHIST_cit.png,HP,2,train
MHIST_ciu.png,HP,1,test
MHIST_civ.png,HP,0,train
MHIST_ciw.png,HP,0,test
MHIST_cix.png,SSA,4,train
MHIST_ciy.png,HP,1,train
MHIST_ciz.png,HP,3,train
MHIST_cjb.png,HP,1,train
MHIST_cjd.png,HP,1,train
MHIST_cjg.png,HP,1,train
MHIST_cjh.png,HP,0,train
MHIST_cji.png,HP,1,test
MHIST_cjj.png,HP,1,train
MHIST_cjk.png,HP,1,test
MHIST_cjl.png,SSA,6,test
MHIST_cjm.png,HP,0,train
MHIST_cjn.png,HP,0,test
MHIST_cjp.png,HP,1,train
MHIST_cjr.png,HP,1,test
MHIST_cjs.png,HP,1,test
MHIST_cjt.png,HP,1,test
MHIST_cju.png,HP,1,train
MHIST_cjw.png,HP,2,train
MHIST_cjx.png,SSA,4,train
MHIST_cjy.png,HP,0,train
MHIST_cjz.png,HP,0,train
MHIST_cka.png,HP,2,train
MHIST_ckb.png,HP,1,train
MHIST_ckd.png,HP,1,train
MHIST_cke.png,HP,1,train
MHIST_ckf.png,SSA,4,test
MHIST_ckg.png,SSA,4,train
MHIST_ckh.png,HP,0,test
MHIST_cki.png,HP,0,test
MHIST_ckj.png,HP,0,train
MHIST_ckk.png,HP,1,train
MHIST_ckl.png,HP,1,test
MHIST_ckm.png,HP,0,train
MHIST_cko.png,HP,0,train
MHIST_ckp.png,HP,1,train
MHIST_ckq.png,SSA,4,train
MHIST_ckr.png,HP,1,train
MHIST_ckt.png,HP,3,train
MHIST_cku.png,HP,1,test
MHIST_ckv.png,HP,2,train
MHIST_ckx.png,HP,2,test
MHIST_cky.png,HP,2,train
MHIST_ckz.png,HP,0,train
MHIST_clb.png,HP,1,train
MHIST_clc.png,SSA,4,train
MHIST_cld.png,HP,0,test
MHIST_cle.png,HP,0,train
MHIST_clf.png,SSA,4,test
MHIST_clg.png,SSA,4,test
MHIST_clh.png,HP,3,test
MHIST_cli.png,HP,3,train
MHIST_clj.png,HP,3,train
MHIST_clk.png,HP,0,train
MHIST_cll.png,HP,1,test
MHIST_clm.png,HP,1,train
MHIST_clo.png,SSA,5,test
MHIST_clp.png,HP,2,train
MHIST_clq.png,HP,0,train
MHIST_clr.png,HP,1,train
MHIST_cls.png,HP,0,train
MHIST_clt.png,SSA,6,test
MHIST_clu.png,HP,1,train
MHIST_clv.png,HP,0,train
MHIST_clx.png,HP,1,test
MHIST_cly.png,HP,2,train
MHIST_clz.png,HP,0,test
MHIST_cmb.png,HP,0,train
MHIST_cmc.png,HP,1,test
MHIST_cmd.png,HP,3,test
MHIST_cme.png,HP,0,train
MHIST_cmg.png,SSA,5,test
MHIST_cmi.png,HP,1,test
MHIST_cmk.png,HP,0,train
MHIST_cmm.png,HP,2,train
MHIST_cmn.png,HP,2,test
MHIST_cmo.png,HP,3,test
MHIST_cmp.png,SSA,4,train
MHIST_cmq.png,HP,2,train
MHIST_cmr.png,HP,3,train
MHIST_cmt.png,SSA,4,test
MHIST_cmu.png,HP,0,train
MHIST_cmv.png,HP,1,train
MHIST_cmw.png,HP,0,test
MHIST_cmx.png,HP,0,train
MHIST_cmy.png,HP,0,test
MHIST_cna.png,HP,1,train
MHIST_cnd.png,HP,1,train
MHIST_cnf.png,HP,3,train
MHIST_cng.png,HP,0,test
MHIST_cnh.png,SSA,4,test
MHIST_cni.png,SSA,5,test
MHIST_cnj.png,HP,1,train
MHIST_cnk.png,HP,3,test
MHIST_cnl.png,HP,1,train
MHIST_cnm.png,HP,1,test
MHIST_cnn.png,HP,1,test
MHIST_cno.png,HP,1,train
MHIST_cnp.png,HP,2,test
MHIST_cnq.png,HP,1,train
MHIST_cnt.png,SSA,4,test
MHIST_cnu.png,SSA,6,train
MHIST_cnx.png,HP,0,test
MHIST_coa.png,HP,2,train
MHIST_cob.png,HP,2,train
MHIST_coe.png,HP,2,train
MHIST_cof.png,HP,0,train
MHIST_cog.png,HP,1,train
MHIST_coh.png,HP,0,test
MHIST_coi.png,HP,1,train
MHIST_cok.png,HP,0,test
MHIST_col.png,HP,0,train
MHIST_com.png,HP,0,train
MHIST_coo.png,HP,1,train
MHIST_cop.png,HP,0,train
MHIST_coq.png,HP,1,test
MHIST_cos.png,HP,2,train
MHIST_cou.png,HP,0,train
MHIST_cov.png,HP,1,test
MHIST_cow.png,HP,0,train
MHIST_coy.png,HP,3,test
MHIST_coz.png,HP,0,train
MHIST_cpa.png,HP,2,train
MHIST_cpb.png,HP,2,train
MHIST_cpe.png,HP,1,test
MHIST_cpf.png,HP,3,train
MHIST_cpg.png,SSA,5,train
MHIST_cpi.png,HP,2,test
MHIST_cpj.png,HP,1,train
MHIST_cpk.png,SSA,6,test
MHIST_cpl.png,HP,3,train
MHIST_cpm.png,SSA,4,test
MHIST_cpp.png,HP,1,train
MHIST_cpq.png,HP,2,test
MHIST_cpv.png,HP,2,train
MHIST_cpx.png,SSA,5,train
MHIST_cpz.png,SSA,4,test
MHIST_cqa.png,HP,0,test
MHIST_cqb.png,HP,2,test
MHIST_cqd.png,HP,1,train
MHIST_cqe.png,HP,0,train
MHIST_cqf.png,SSA,4,train
MHIST_cqh.png,HP,1,train
MHIST_cqi.png,HP,2,test
MHIST_cqj.png,HP,3,test
MHIST_cqk.png,HP,2,train
MHIST_cqm.png,HP,1,train
MHIST_cqo.png,HP,1,train
MHIST_cqs.png,SSA,5,test
MHIST_cqt.png,HP,0,test
MHIST_cqv.png,HP,0,test
MHIST_cqw.png,SSA,4,test
MHIST_cqx.png,SSA,6,train
MHIST_cqz.png,HP,2,test
MHIST_cra.png,HP,1,test
MHIST_crb.png,HP,2,train
MHIST_crc.png,SSA,5,train
MHIST_crd.png,HP,3,test
MHIST_crh.png,HP,0,test
MHIST_cri.png,HP,1,train
MHIST_crj.png,HP,1,train
MHIST_crl.png,SSA,5,test
MHIST_crn.png,HP,2,train
MHIST_cro.png,HP,0,train
MHIST_crq.png,HP,2,train
MHIST_crr.png,HP,2,train
MHIST_crt.png,HP,1,test
MHIST_cru.png,HP,1,test
MHIST_crv.png,HP,2,train
MHIST_crw.png,HP,2,test
MHIST_crx.png,HP,1,test
MHIST_cry.png,HP,3,train
MHIST_crz.png,HP,1,train
MHIST_csa.png,HP,3,test
MHIST_csb.png,HP,2,test
MHIST_csf.png,HP,1,train
MHIST_csg.png,HP,3,train
MHIST_csi.png,HP,0,test
MHIST_csk.png,HP,0,test
MHIST_csl.png,HP,1,train
MHIST_csm.png,HP,1,train
MHIST_csp.png,HP,1,train
MHIST_csq.png,HP,1,test
MHIST_csr.png,SSA,4,train
MHIST_css.png,SSA,4,train
MHIST_csu.png,HP,1,train
MHIST_csv.png,HP,1,train
MHIST_csx.png,HP,1,train
MHIST_csy.png,SSA,4,train
MHIST_csz.png,HP,1,train
MHIST_cta.png,HP,0,train
MHIST_ctb.png,SSA,5,test
MHIST_ctd.png,HP,1,train
MHIST_cte.png,HP,1,test
MHIST_ctg.png,HP,1,test
MHIST_cth.png,HP,0,train
MHIST_ctj.png,HP,0,train
MHIST_ctk.png,HP,0,test
MHIST_ctl.png,HP,3,train
MHIST_ctm.png,HP,1,train
MHIST_ctn.png,HP,0,train
MHIST_cto.png,HP,0,test
MHIST_ctp.png,HP,2,train
MHIST_ctr.png,HP,1,test
MHIST_cts.png,HP,1,test
MHIST_ctt.png,HP,1,test
MHIST_ctu.png,HP,0,train
MHIST_ctv.png,HP,0,train
MHIST_ctw.png,HP,1,test
MHIST_ctx.png,HP,3,test
MHIST_ctz.png,HP,0,train
MHIST_cub.png,HP,0,test
MHIST_cuc.png,HP,0,train
MHIST_cud.png,HP,1,train
MHIST_cue.png,HP,0,train
MHIST_cuf.png,HP,0,train
MHIST_cug.png,HP,0,train
MHIST_cuh.png,HP,0,train
MHIST_cuj.png,HP,1,train
MHIST_cuk.png,HP,0,train
MHIST_cul.png,HP,1,train
MHIST_cum.png,HP,0,train
MHIST_cun.png,HP,1,train
MHIST_cuo.png,HP,1,train
MHIST_cur.png,HP,3,train
MHIST_cus.png,SSA,4,test
MHIST_cut.png,HP,0,train
MHIST_cuv.png,SSA,5,train
MHIST_cuw.png,SSA,4,train
MHIST_cux.png,HP,0,train
MHIST_cuy.png,HP,0,test
MHIST_cuz.png,HP,2,train
MHIST_cva.png,HP,1,train
MHIST_cvb.png,HP,3,test
MHIST_cvc.png,HP,0,train
MHIST_cvd.png,HP,0,test
MHIST_cve.png,HP,3,test
MHIST_cvf.png,HP,0,train
MHIST_cvg.png,HP,0,train
MHIST_cvi.png,HP,1,train
MHIST_cvj.png,HP,1,train
MHIST_cvk.png,HP,3,train
MHIST_cvl.png,HP,2,train
MHIST_cvm.png,HP,2,train
MHIST_cvn.png,HP,2,test
MHIST_cvr.png,HP,1,train
MHIST_cvs.png,HP,0,train
MHIST_cvv.png,HP,2,train
MHIST_cvw.png,HP,1,test
MHIST_cvx.png,SSA,5,train
MHIST_cvy.png,HP,0,train
MHIST_cvz.png,HP,3,test
MHIST_cwa.png,HP,3,train
MHIST_cwb.png,HP,2,test
MHIST_cwc.png,HP,0,train
MHIST_cwd.png,HP,3,train
MHIST_cwe.png,HP,2,train
MHIST_cwf.png,HP,1,test
MHIST_cwg.png,HP,0,train
MHIST_cwh.png,SSA,4,train
MHIST_cwi.png,HP,1,train
MHIST_cwj.png,HP,1,train
MHIST_cwk.png,HP,2,test
MHIST_cwl.png,HP,1,train
MHIST_cwm.png,HP,3,train
MHIST_cwo.png,HP,2,train
MHIST_cwp.png,HP,0,train
MHIST_cws.png,SSA,6,train
MHIST_cwu.png,HP,0,train
MHIST_cwv.png,HP,2,train
MHIST_cww.png,HP,2,test
MHIST_cwx.png,HP,2,train
MHIST_cwy.png,HP,0,train
MHIST_cxa.png,HP,1,test
MHIST_cxb.png,HP,1,train
MHIST_cxc.png,HP,2,train
MHIST_cxd.png,HP,0,test
MHIST_cxe.png,HP,0,test
MHIST_cxg.png,HP,1,train
MHIST_cxh.png,HP,0,train
MHIST_cxi.png,HP,0,train
MHIST_cxj.png,HP,1,test
MHIST_cxk.png,HP,0,train
MHIST_cxl.png,HP,2,train
MHIST_cxm.png,HP,0,train
MHIST_cxn.png,HP,0,train
MHIST_cxo.png,HP,0,train
MHIST_cxq.png,HP,2,test
MHIST_cxr.png,HP,1,test
MHIST_cxs.png,HP,0,train
MHIST_cxt.png,HP,2,train
MHIST_cxu.png,HP,0,test
MHIST_cxv.png,HP,0,train
MHIST_cxy.png,SSA,4,train
MHIST_cxz.png,HP,0,train
MHIST_cya.png,HP,0,train
MHIST_cyb.png,HP,1,test
MHIST_cyc.png,HP,1,train
MHIST_cyd.png,HP,0,train
MHIST_cyf.png,HP,1,test
MHIST_cyg.png,HP,0,train
MHIST_cyh.png,HP,0,train
MHIST_cyi.png,HP,1,train
MHIST_cyj.png,HP,3,test
MHIST_cyl.png,HP,2,test
MHIST_cym.png,HP,2,train
MHIST_cyo.png,HP,3,train
MHIST_cyp.png,HP,0,train
MHIST_cyq.png,HP,1,train
MHIST_cyr.png,HP,2,train
MHIST_cys.png,HP,0,train
MHIST_cyt.png,SSA,4,train
MHIST_cyv.png,HP,1,test
MHIST_cyw.png,SSA,4,train
MHIST_cyy.png,HP,2,train
MHIST_cyz.png,HP,3,train
MHIST_czc.png,HP,1,test
MHIST_czd.png,HP,0,train
MHIST_czf.png,HP,2,train
MHIST_czh.png,HP,0,train
MHIST_czi.png,HP,2,train
MHIST_czj.png,HP,3,train
MHIST_czk.png,HP,2,train
MHIST_czl.png,HP,1,train
MHIST_czm.png,HP,2,train
MHIST_czo.png,HP,2,train
MHIST_czp.png,HP,0,train
MHIST_czq.png,HP,0,train
MHIST_czt.png,HP,0,train
MHIST_czu.png,HP,2,test
MHIST_czv.png,HP,1,train
MHIST_czw.png,HP,3,train
MHIST_czx.png,HP,2,train
MHIST_czy.png,HP,1,train
MHIST_czz.png,HP,1,train
MHIST_daa.png,HP,3,train
MHIST_dad.png,SSA,4,test
MHIST_dag.png,HP,2,train
MHIST_dah.png,HP,1,test
MHIST_dai.png,HP,1,train
MHIST_daj.png,HP,1,train
MHIST_dak.png,HP,1,test
MHIST_dal.png,HP,0,test
MHIST_dan.png,HP,0,test
MHIST_dap.png,HP,1,train
MHIST_daq.png,HP,1,test
MHIST_dar.png,HP,2,test
MHIST_das.png,HP,1,train
MHIST_dat.png,HP,1,train
MHIST_dau.png,HP,1,train
MHIST_day.png,HP,0,train
MHIST_daz.png,HP,0,train
MHIST_dba.png,HP,0,test
MHIST_dbb.png,HP,0,test
MHIST_dbc.png,SSA,6,train
MHIST_dbd.png,HP,3,train
MHIST_dbe.png,HP,3,test
MHIST_dbg.png,HP,0,train
MHIST_dbh.png,HP,1,test
MHIST_dbi.png,SSA,5,train
MHIST_dbl.png,HP,3,test
MHIST_dbm.png,SSA,4,train
MHIST_dbn.png,HP,2,train
MHIST_dbo.png,HP,2,train
MHIST_dbp.png,HP,0,train
MHIST_dbq.png,HP,0,train
MHIST_dbr.png,HP,2,test
MHIST_dbs.png,SSA,5,train
MHIST_dbt.png,HP,0,train
MHIST_dbu.png,HP,1,test
MHIST_dbv.png,HP,0,train
MHIST_dbw.png,HP,2,train
MHIST_dbx.png,HP,1,train
MHIST_dby.png,HP,2,train
MHIST_dca.png,HP,0,test
MHIST_dcb.png,HP,1,train
MHIST_dcd.png,HP,1,train
MHIST_dce.png,HP,1,train
MHIST_dcf.png,HP,0,test
MHIST_dch.png,HP,1,train
MHIST_dci.png,HP,3,train
MHIST_dcj.png,HP,2,train
